SWAPPER,UNIQUE_TOKENS_TRADED,AVERAGE_ROI,EXPECTED_ROI,WALLET_STATUS
HnXe4hQsnvX4Sm5gxTXSHXrL4Z5HDfBVR1LYoKmqhfM3,10,-0.0006097509605,-0.0006097509605,ACTIVE
AQzvqop5uJdkCFTA2fLU8bvgay8MWmGFJ77HjuQ44471,13,-0.0006697284661,-0.0006697291697,ACTIVE
6R16ccjzson9Wp3NL3baFa2zBio8gaZAd81pA9g69eMJ,12,-0.0006753682407,-0.0006753672602,ACTIVE
BQ7rcjhscKEaXnwJ1Ghq7ZFF7t54Lcb3cnTWX5ahT14,16,-0.0006934792172,-0.0006934792172,ACTIVE
EHVVCrTvPMzjJpzGVALwe2ViPfuR1Z9MNfnGvkFayoxi,8,-0.0007267499386,-0.0007267499386,CHURNED
AP5G4PzcaW6VFAwGBMSxfpzeGdYGsRZr55ww3oLf7x3D,15,-0.00076136763,-0.0007612084767,ACTIVE
FM1cgd6oRVLAWAgc4ruY7hPFEdyiabWzJMUiaBFAThUR,9,-0.0009271054485,-0.0009271055644,ACTIVE
HRJcTchj1SpbMVLZD8941YSNFP3cfPxGXjHsvpearjUn,16,-0.0009350032672,-0.0009350032672,ACTIVE
2RPRfXzWiMK5w64fvermYFUaZLp4vSBqJ3yUJQcJGeDj,11,-0.0009661225897,-0.0009661227038,ACTIVE
26PTj4sH4nHxUqxcGhXn1SMy5sWTwaFZz4aGpZ6eTTm1,12,-0.001014364991,-0.001014364991,ACTIVE
8YnaAPPa8qzeRxEKpLVy6S8Z9aU6KTpLLgbfJQ5pf8ZT,16,-0.00104745178,-0.00104745178,CHURNED
25ViGJLmKvMm5jiFoy76MjsvhgkARi9EMqZ6TMYq8sGU,10,-0.00118931612,-0.00118931612,ACTIVE
DvWXXk2z4YQKEoZ3agS9EFN2p7WFHaQoHLTxsgCHAeAV,16,-0.001322033556,-0.001322033556,ACTIVE
3KhSffJi96dfT2DpDRSbFs4Xgt3D27FCT2gwU31pRrMS,20,-0.001615152096,-0.001615152096,ACTIVE
BdEg9YPZhg62x1EKQ5KcbEhHHBE1Ms6j9b2ZrV7T58jj,16,-0.001653401686,-0.001653401686,ACTIVE
DZmFXrbr16ioxUEjnvZWwrVvWgNx9t3CEDtEoftUfFbM,14,-0.001941432961,-0.001941431901,CHURNED
3Rn2RnE7GJ2BmGECjv5Hu1uTerSwJeFEvY2Qh91yNWY8,123,-0.002142554245,-0.002142924694,CHURNED
DPeTD3E9zUDFSrmYxF9iU4RtqXkA7CRFqFA1hQVCYvXQ,55,-0.002232021528,-0.002232023443,ACTIVE
3mvmVjqaExpU3w3x5vgY9PWy3ymVBBxBkfKqdWnc1wjn,20,-0.002300166695,-0.002300166695,ACTIVE
E8Qu7xaXKVKi8aERuFJMLWojbytH4UbLUTF424fHSLTC,4,-0.002635873622,-0.002635873622,ACTIVE
D5jPW7xbeHPc2jqmJP1eUED2WsNBYHZnhEpjQTpbPCGZ,16,-0.002930598321,-0.002930598321,CHURNED
G7Kus3VQ4X43hcTNAXPcDuQSQW8EqbeBGQuSBTSqKJc8,30,-0.003670274981,-0.003670272656,ACTIVE
CjwqnWnBerXzuHRrBHYsQ3NWz4pwUFzsqD1sqFqjKEAc,32,-0.004405637291,-0.004405637291,CHURNED
Dvz35syWbVdQF6BvBwKMuXeuRaDKx4aebrJt35HxB4ea,3,-0.004920782161,-0.004920785551,CHURNED
DEC4TdajjUYk3okZNrjjh4A2K88aqSJdka6FR4DMkEUq,355,-0.005052098526,-0.005052758048,ACTIVE
5RHwpYhS4Pw5X6E5S7BMG39hLw8gR7U4CsmkV2K95oP3,72,-0.00507553481,-0.005076266169,CHURNED
GtxD5mTEnEXsrKSJyr8ADRUfybAzVJURNC74W3ACqZQC,12,-0.006414541468,-0.006415180616,ACTIVE
6QvcyY7YzCsaBVbcMPoVkzvDdWKA2ML5Z4ZADQvqB9LP,102,-0.007458544292,-0.007458601362,ACTIVE
GrdPQhb6JSc8e4CzvZqjWzXW5jCfvTmXMCJwiK6ErQoX,20,-0.007537010033,-0.007537010033,ACTIVE
34FNF2ughkht1EEfw1r3H98NWPHv9Lw4aNNw8aApUFfB,50,-0.007673044808,-0.007673044808,ACTIVE
9SYY3vrMkAzkVDs2uaB4mypz2Tuf3UNfEz7how2TpZvd,11,-0.01023526048,-0.01023525024,ACTIVE
6fUTXBQtqDCdirvoRjYU5yBzr4bmJ76e1FGQEiw3HQT,13,-0.01122549292,-0.01122548279,ACTIVE
Ahirt79udQ1snJ5gqDk5rBzu2uz3DwosLRPbvTksboKi,11,-0.01149772957,-0.01149771807,CHURNED
5nhyJmGh81FKwBa6jiibRqzUJXiDuHYNrtahhbDSUSBZ,7,-0.01178639871,-0.01178640845,CHURNED
6x57RnixopFyNVqt42a158vTRiXdV5Zny4BtLsTZ2QjX,5,-0.01199842729,-0.01199842729,CHURNED
4CeNtr3d9KxkuiqYeasT1qd1Tv91QRMhW5FFNtqX6ugJ,36,-0.01216811152,-0.01216801753,ACTIVE
HgjvgQsTqFve8meH6DwvwBce4HTfHd9SCd3odxnqRUs6,6,-0.01221748108,-0.01221718493,CHURNED
6VnjHUGTj4kZsA5Gh3JiNdhpk3LThA1s1ywBcNZBZG2F,14,-0.01314380256,-0.01314380256,ACTIVE
6LgV3V8bpEAXWv3stAmFVHphiK1BeRyVAoWKHpY5i1yr,177,-0.01335006956,-0.01334966064,ACTIVE
36sEBJAWSFejLXcYbuFm8SQfYHH9T6tXeiz148Kz8ezc,4,-0.01423696508,-0.01423696508,CHURNED
3UyMfmNb4ajfyyxcyfTYjRqwsGcsF81PvpqmYitUR9J5,67,-0.01451078132,-0.01451106872,ACTIVE
3eamRoMQgnne9WGFdoUoEj5Dj7SW7265qbsPW2WcvbM8,91,-0.01545158578,-0.01545157033,ACTIVE
9SRSdJkainBq3rhf9mr7uWkRCvpGcrcUsY3toUsKJ4xn,44,-0.01587761239,-0.01587834264,CHURNED
DBsGJPZNFQeBjq5R9JoGMzaMnRjuTMdiRDY3xzVQLRhn,13,-0.01973827608,-0.01973825634,CHURNED
Gj1VTCGhbA6z4V6KMhqatnL2cDTgYmFyxXzc51TRg4dq,5,-0.02064207538,-0.02064207538,CHURNED
HyfkumvdB4AwtxVv5aNEDvB9SFMGxE1BCfTANvxCZMS7,182,-0.02090834522,-0.02090649624,ACTIVE
7NQaCiaMLvqEb31yGBwAeKmWP7fTCsSyiAdq5VX6fEBV,6,-0.02212978128,-0.0221298176,CHURNED
FLBzAnpUsTEbvd3Mop2gSTYdyjgFcrrsYJmSqSDGvBVA,27,-0.02270196865,-0.02270195791,ACTIVE
GxLcZhD9FXFDY8fwBFa94X16JL45eKRurLQkpRvdYMR1,51,-0.02280031752,-0.02280050617,CHURNED
E55fEQqYdkX1FCENWZFHQD8CmgfHh5ABniTkR6bJdLTS,20,-0.02336082199,-0.02336082199,ACTIVE
J2n4scsxzH2nKwsLefvLi1WcWu2xfFJpcFGrwJLGwCME,29,-0.02514064792,-0.02514103838,CHURNED
GiJDtMJr136tz4pLicBTwmWmsuF4m9gWZFfzksD3TJSr,459,-0.02646303887,-0.02646354312,ACTIVE
EH6HinCyvXk5UCLx9iuqzEk3NfTFaF4jRr9nHN82efmd,9,-0.02761580434,-0.02761581317,CHURNED
D9WTFRuyHF8S3PP9xYY1b9B7vggpkXGkfWDFzybUserG,9,-0.02763953068,-0.02763950304,CHURNED
H3wJrfa5c1yNj2o5rWdf5xGNL1GviRhyDHkXy68w35B3,5,-0.0306227889,-0.0306227889,CHURNED
2udmSyjBoXoTs4T8JHfdKY4g37X6KZadXXKTGrqUKGHt,78,-0.03086457023,-0.03086575365,CHURNED
EQBZqMyWcU5wMfrn35XyixuK1rHA15Z9rtveVz5WaVAo,7,-0.03096756909,-0.03096753812,CHURNED
A6HGenheGS2RHjg5SdRKcQfwLfdVq11fU5tUqu1Lf9gN,4,-0.03145753695,-0.03145753695,CHURNED
2x6tWUu6xS1eXp2ymZEdgjiyH7vkvvv5K2BVr9vwF3Qc,25,-0.0314738656,-0.0314738656,CHURNED
2qFMVRgHgdehhCSh1zk7XWNgnwR1GqcacnqpZ3ZBhpSC,4,-0.03340276593,-0.03340276593,ACTIVE
eBw1MuBsU2frkLSi18E5YeHKzQMqrnd56QpN6fKdqsf,20,-0.03490753422,-0.03490753422,CHURNED
HQMCaLTXb2e6h9RmsHZmz8shKJgbcuonyiY1DqkrPiUV,37,-0.03535764554,-0.03535761018,ACTIVE
6CHoBWnry91niaTqCifutpCn2rmAejjfEKz5oridYfKz,23,-0.03607879154,-0.03607879369,ACTIVE
J8UTS4AjTC8fp77YwuHanVFMqMpBJzpzpVfz5D1tJDm,13,-0.03730384698,-0.03730376881,CHURNED
ARTdhUUxXiVwaAm6KMJRrC3z1qBC4Lvqay8L8rMhwLrv,56,-0.03750302004,-0.0375026199,CHURNED
GyBDQKfZDc6XbzSsnEVweY7ZhESSf7Yw1B9rCWVz9qj2,11,-0.03759093746,-0.03759089986,CHURNED
GSDJfMtUSRy3mQhkE1qbKoMdAPiYnVF3jiq4eWujFPti,14,-0.03897073042,-0.03897049434,ACTIVE
Hq49dqjvEdHPVCyaCe1snR6p2urxgnwq4i27Vv2sKmkC,24,-0.03996566045,-0.03996618048,CHURNED
GmcxnPvUE3Sp8oymkF8PDLBsh9VCmwfeRH2PAAqGHXty,575,-0.04003135473,-0.04003138845,ACTIVE
BZWwtzuMJvUxuzBS6jnwo7UEutsx1jxop6dTaSMn71LD,44,-0.04156033948,-0.04156020417,ACTIVE
HPPnduXVtyuEndcgH6j3J9WmWTnMH9nRERsb7LAqGHpw,50,-0.04220134111,-0.04220134111,ACTIVE
8oWqAyvTH3hA5qqnhJn7tKCrqWcBCmC9PvrX419n6EzW,10,-0.04238608062,-0.04238608062,ACTIVE
Afr3hhqzyvxdFdfiAyRQ7xsQLxsT7nwuFj8cBQuduWGE,37,-0.04440441421,-0.04440436981,CHURNED
H8Hibt1X78m2yJvXmPeNAMnKYGHDbTJWNqF64peFxw2G,6,-0.04488160397,-0.04488168143,ACTIVE
AdSHgzYDuTtiLvFMp66LBWapp8YsNf7UESssmufBeYFh,8,-0.04571828331,-0.04571828331,ACTIVE
CVu9bWraYP2U9Eg3a6aCsgcfG3nHmqmq5NaGqHF1SUyS,16,-0.04694571081,-0.04694571081,CHURNED
6vUcQ9KDEE4hVoCtzRyayPCjuW76VH8WPrsSN355LWCH,31,-0.04774713784,-0.04774704199,ACTIVE
GiQsNthh45hc9X8YsojUmo9xNavRMMFzTGgLX9arrf1D,10,-0.04792622025,-0.04792622025,ACTIVE
QvVqfizHcUpZtTUAKHexbUdTbECP5sGbNiwQ9jP1iJn,8,-0.04944937887,-0.04944937887,ACTIVE
86772CCBgNzqfvH1xVMg2UPSLijpPGWUQcWecVwRiqf5,10,-0.04991891739,-0.04991891739,CHURNED
8w4cAnnVcQrDFZJVg3pYWBfT2n2Msf7mHgYQxvBBXYb1,273,-0.0509327968,-0.05093274586,ACTIVE
ELCDgv3Zy6xpeCJb3xQq7GyLgVApsvECSX3MpUSEX6mc,17,-0.05107604265,-0.05107623091,ACTIVE
HymbbFyTZqGAbUN1x1KeHR8SBSdzyu3yaUiafK6nz9G5,29,-0.05325353753,-0.05325387411,ACTIVE
5norkTBwepcqegZxr5RVSShSoqbKNkyvSCmQMBwUAjrZ,388,-0.05326911135,-0.05326908412,ACTIVE
4Ugwx4XY2jYBGat4uAZKJRtPvkvcsnwqJ5vR2dBUxHKg,70,-0.05343511225,-0.05343447413,ACTIVE
5pT1VponeJwKonJejy1hKfFz1WZSEkuhYc4sUo87kLfF,22,-0.05395082238,-0.05395162484,ACTIVE
4b9YWHr5yAHmHuSaqN7gUyiSfJvYMXVdPqmpBxmBXVop,6,-0.05443558696,-0.0544356767,CHURNED
a8f8Ce8gYpLZC25S4mXbcQX4LE5DrKVP2EZoZdSoaDt,130,-0.05476301902,-0.05476354003,ACTIVE
8SGYzi18N6k6ey3f2EmcJynfcDTP6JexgMznQ14E9gqs,53,-0.05592280111,-0.05592278093,ACTIVE
5xSL9krvYxiR6XkaNgNg22WnqLSdLYm6vDtvHHT7Mmma,8,-0.05677426587,-0.05677426587,CHURNED
3tXxAznnTRPk1XsvkqnWWznoKTA6MBEBcxLAHoGNHGmj,47,-0.05744679005,-0.0574471719,CHURNED
6Ztu9FPiFqcWjfC2hWKLtn1J1GnFGkd4omXcmbAv52AD,15,-0.05793326248,-0.05793376874,CHURNED
7UzTyGbM5Ei83BV5UxBcqbxQdjauDGYrkNZ4M8pd6sNd,7,-0.05828682928,-0.05828677099,CHURNED
9c5vcmhMpNnFsTuKnrFdTJDFMBFxg8mQHB92wDu5L2ug,12,-0.05874168004,-0.05874215569,CHURNED
3i1sSBUsf7NarvtrJKjFUvG1jMvAe4QEQ1mXB351pqkV,11,-0.05885762117,-0.05885756231,CHURNED
DZSH3UrRkPJk58dm3yJRQNkApNAyUprKa5GbQUxdBU4R,228,-0.05984484611,-0.0598454388,CHURNED
7HmQRJ6NE9AsSEggUWGUdh2mJ2LSjFiAcwGezavAtpkJ,17,-0.05998492625,-0.05998486865,CHURNED
C84yqQjYmcy8CoxAKe6XC5DbEckobsTLuS9zVBVNW52y,121,-0.06049369341,-0.06049269697,ACTIVE
5hHfm4Azi6eQEaosVSnTfPfhxtARCe5T1UTSJT1ZUCJW,105,-0.06462491946,-0.06462517889,CHURNED
DxTneTXJGmDQTYUJ6gyAH8Haf54cFC6T5FTQhc2mF6gB,10,-0.06520574144,-0.06520574144,ACTIVE
G8p5X9AtnxKL5UfaMmNemMRvx7gFdyRN7W4ei6iqU5t9,14,-0.06543735429,-0.06543713648,ACTIVE
5o2DsggNRN6WNeo2PFbGHRpRDGb4t8RLm44CNxdHwG4C,75,-0.06615510624,-0.06615559351,ACTIVE
3zRfYTmkRj84UT1wAEfP2GGvsJD5hkqjAvSMMbR3vWmg,11,-0.06644819733,-0.06644813088,ACTIVE
EvqW3hRwL79hkCP3Gvq69JjWxu9Jfa4bMCixqWGTAzMD,25,-0.06788995072,-0.06788995072,CHURNED
5BMUJ9YbLMEtttMieDE6zxCUgbpCgKYcqNo5yiifnkYU,29,-0.07162260573,-0.07162207201,ACTIVE
A1Fm5hrM9sDW7AihNQeLzQE45AeRMEjDEVUjaCXLZ1XJ,73,-0.07184268641,-0.07184258219,CHURNED
2miBS2LqSmQAVRyXSmCfdLShtFQJvAX7Hmk8GocCaoSt,19,-0.07212309326,-0.07212317537,CHURNED
5zAdyLw79NQvBKnfWLxwG7fqQsCMkq3fxw8UBZBwvnzz,9,-0.07425198385,-0.0742519096,CHURNED
AVc6kSoK52CUwysA83a839q5smKqQSnb9x1HfbsgFAm5,81,-0.07588999471,-0.07588991615,ACTIVE
DX8dQruU5TGcpMjmKa6o9edi3rYzxpeT8YFL9Qnxbmjb,244,-0.07621746663,-0.07621829768,ACTIVE
CxRHLaxv77uorFmsU11wYQYaqqWSgKToYy5NMPe6vLFu,161,-0.0772302177,-0.07723018437,ACTIVE
ALW7az9tWkRtLceVxfcA1b57SY8Bw3RJh7aiGCyyzbd8,223,-0.07769830739,-0.07769851214,ACTIVE
797yq9m5FzWxciUxV2DVNSE5qKyTeN6ZnB9976u5KQWK,37,-0.07925416381,-0.07925408456,ACTIVE
HdJ2X82wZ7svMiEDcLwHo19adKF4CobsKmtH9vnBfqgR,10,-0.07990052365,-0.07990052365,CHURNED
9hyKDY9ZrTGvbcJm7vgjgvg1K92ohzq6aoaoqXDxDK2C,111,-0.08210563624,-0.08210555413,CHURNED
BeEakdPc38Yn7phvy8m5A96B9poJR6e92D8qdYJDSmyM,74,-0.08216631558,-0.08216656671,ACTIVE
4ci1xg2g68dpyqvvdg4S6Jd6mxH23Vi4cBhqgrfcthov,61,-0.08230903012,-0.08230831354,CHURNED
4RskNKma9gjgraxKCwD2TTxL18pEJ1KnsTZyrdT3poLA,4,-0.08235775293,-0.08235775293,ACTIVE
FmYi3GKc3Mhn1G2V4haYXmZPs6LG7zVRQJyjCBtSYKmy,56,-0.08262240185,-0.08262222569,ACTIVE
H16UxbzrF5Yn4fmqsBJwhBYzcpR974DNp7Gde1LwPfMD,5,-0.08380383333,-0.08380383333,CHURNED
8hbBX8LAJjz86fdXgDbpbDMzi84aErzMKFb42RQYtBqM,11,-0.08424382293,-0.08424373868,CHURNED
HFAz1urmQ3zvFLhhpTL2L1A7TSiLPqA5StdXwpGAWBW9,29,-0.08475585675,-0.08475648517,CHURNED
DwbxDkQE2HGC2HyKAHe6qaUFcfdxgmqeEKtKhDR1JmVY,619,-0.08635384275,-0.0863538697,ACTIVE
9bXPaQBmXBX6igEkq7iX1xwrB1MHJJ7YHS6LrUu2hmyx,12,-0.08657919317,-0.08657904075,CHURNED
5vzCJuWiahHQV8VrKvWjTjDybTEw4NXh9pBzRz9gCTMk,32,-0.0873474,-0.0873474,CHURNED
4cVHvfS4eERrhakNQB6nfDXKukcgLQ9RzBq78QqoEKHZ,68,-0.08764734607,-0.08764804449,ACTIVE
2332n8xHeqgZxfuVEc8v5XBkt19J5DqWsLrDpogARS6U,23,-0.087699619,-0.08769940089,CHURNED
9VM6s2RYNKrnx8EBLuGGuA9dC5wTRTbpnJ5HG2m6afPX,204,-0.09016229066,-0.09016278445,CHURNED
7P4xuynZXfo37jXWpJc6sUkM2tqJiNwB64vzA4haBsp8,6,-0.09025549504,-0.09025572063,CHURNED
Dg2gXZrxkSXTbmwEyfmk33MbJitaNB6jpBbnTcb9juS,50,-0.0908366604,-0.0908366604,ACTIVE
GeCHiEhM1ygDNjHdcQvRNrHJcHTiqkcT8yMVQN8nMTH,67,-0.09133518758,-0.09133418176,ACTIVE
98azQPsD29b5vQyCzHRT9M8dgDpXymAhK4bL8GdNtovY,211,-0.09147965877,-0.09147995672,CHURNED
Fod4r1wZq173vvfwmmaTeTC1rCYTqr9tusBgvPSjLyb1,19,-0.09155335083,-0.09155334321,ACTIVE
GjXBRXm6xRWmM3LaYDQaRmHJNtULmBoztk9y6fab7i6T,18,-0.09265999002,-0.09266056009,CHURNED
9m93EmxWchGNRe46Tyv3N7qjhqv6aWBc3z3kUfTiYGRG,6,-0.09267326445,-0.09267304858,CHURNED
BSoZEctyoTqQKfssMtSj71qMwRCqg5R47ovoT8DnsCQD,14,-0.09280573155,-0.09280654,CHURNED
6qJDJ1J2JwhTr4zAPuRBvUttQoCukPo81NBfG5RVZ64A,3,-0.0936612735,-0.09366125344,CHURNED
CFLB18osZ5sVpPe3nsdvmP9VjjiL8qXvJR2b4h4cm4Nb,26,-0.09395854363,-0.09395906263,ACTIVE
6XwPuYj8rHLGJuGmwJRtm85CDjWnfF8g9KrdTDuyTQiw,43,-0.09449109215,-0.09449062326,ACTIVE
EYcesfvDeqGuJ2qfmdtADSru12G1SUcV29N3gCo5ZXGi,121,-0.09474448873,-0.09474573164,ACTIVE
6o7vDK3WrHgwSPPWHqf5dxcu7yCBi2PWiQfYHcH4Jgx1,10,-0.09682694209,-0.09682694209,CHURNED
CsXybZ7Mrief2tr1P8Skf8UtHPZ6mZq6w7tDgQpBNVVW,22,-0.09811463379,-0.09811398317,CHURNED
CA7umJsGgpRm9P9u1BCKkww46VhvgwjdJ1B51H3o3HgZ,105,-0.09813818941,-0.098137762,ACTIVE
9yxY867nEUGfa8TPXSWYZ1gMfZwuFH3fdhfUu7ttBkFm,105,-0.0984118682,-0.09841069087,ACTIVE
Ek1fDnFVzkr77EXUShB4ioBonJH9CDyKfLGp79BjwxJV,172,-0.09925522537,-0.09925575511,CHURNED
BqY85btqm9d4XRBEjjkFgkHVYpuym3EMNfE9gcvPS4N9,7,-0.1008288955,-0.1008287996,ACTIVE
DvtmQwBPGuZzdxnJCtfgjp1pv2Gs3wMP2f6dcGtAtt7S,92,-0.1008445222,-0.1008449733,ACTIVE
FLSRBFv2LuKhWg1JJfeRhe6KQAznTTU6Zq2Cop6b5js4,7,-0.1013486604,-0.1013485591,CHURNED
3Pt2krAqxWqWXHzCwhqfGY6neeFUcCpdCFMujjSkGnec,74,-0.1014985347,-0.1014971595,CHURNED
BQsrVx7DrmMbstQHdymNXPc9ozQRjxwaXoE63DMtrM4Q,189,-0.1021303202,-0.1021302181,ACTIVE
B5D51kDB7Q3FQteLH7JJBczpppRu34U3WyEZFiuxgTzb,18,-0.1031933459,-0.1031939715,CHURNED
H5tPjHQArRgpBXLYDA11xaFNBc7K6ynEeBVDB8gzyaJX,14,-0.1040314867,-0.1040321374,ACTIVE
JBTy621yvmFu4NFtt4UpNvfwv8ac2bMxtdghpNAJQ5EJ,15,-0.1041655872,-0.1041658113,ACTIVE
DCJMNMRnaKqwtfuVfpNJVqTHQgXVv1AKHY4ZVwLa6tRw,9,-0.1044362835,-0.104436179,ACTIVE
GSeRWjfCeGypQUCC6m8UoGz8Vow7JovftCYoLsmwCNZq,432,-0.1051271376,-0.1051272615,ACTIVE
BqZz1NN9v6Jyk7JDWyxqtRr4HPoUEb9EVAPncp4BCk2m,82,-0.1051554605,-0.1051545339,CHURNED
B7XUysehxhT6TMdqxPUbtSaeeP9KY5pcpf1qKi47auhQ,54,-0.1054586181,-0.1054586249,CHURNED
BqeTr8b8Mm6mYvGHn2NaEHmA75HTLSwkBQ27jYG2EmNb,60,-0.1062757371,-0.1062745521,ACTIVE
7FqMh8xCc8wsha9TL7mcujnWbmwYdUtBmbrJjQjKepbT,37,-0.1065619485,-0.1065618419,ACTIVE
CLVY2Xmo1vCk1HLjWYNjKBDkc7uqDkAVk5df7a8QbCKj,112,-0.1074490503,-0.107448872,CHURNED
9cUWE1Yd4VBZeaHmAJTUSjMHr68FR1U7wLnpPPjXQnnx,112,-0.1074944378,-0.1074949554,ACTIVE
CaRMkdSVUnXEtjVi6bsY63UUjHGZWnpZkyexbvXyC5RU,12,-0.1077868661,-0.1077864498,CHURNED
29B874NGT324wUaGG8btRqTEdrS6hCyVRttDsWT3ahtq,29,-0.1080387905,-0.1080393673,ACTIVE
3NJmWDAtjcwAhoLp8GCFCA6PfRUd9FGPmXqZPzmFL9Yk,412,-0.1086738756,-0.1086750645,ACTIVE
5dJCnWGe5cDacJL4SAaNur3g9BBy28jqmXNpiT7p2FbR,56,-0.1089491709,-0.1089484282,ACTIVE
6CHNNAxsW26g3xUP2gmy9ighqocHGvvSVj5dXexzv4DS,7,-0.1097977721,-0.1097976623,ACTIVE
8RYnk3douHTJXwawiDwpxPiWGR3Brb2XvQFRYvzJFGZs,6,-0.1112696569,-0.1112698536,CHURNED
EEg77y99U2kHMJ6Msgy5xEJk2egfpAn54FX4BkM2BVWg,71,-0.1124786445,-0.1124791656,CHURNED
HjxZChz7BjjAfT5dt1UVDJ1fxkkwh534muNCz7TowLfW,90,-0.1126849317,-0.1126844099,ACTIVE
66CGpSFpnyJRK9DUwiUircCUimti8v8WsvuA8KrrStDm,6,-0.1128062734,-0.112806499,CHURNED
DsBnpD7operRGKCz67JuxGeWVpSEPNAEUPCg43VTSBf3,115,-0.1130542554,-0.1130544046,CHURNED
Ef86GtnFdaHxWhkdTr2vSy3Cka4jgjokMczPhfF1R6p8,101,-0.1130706047,-0.1130707178,ACTIVE
65BwitJ1itQi3KCKEF4c1rHAnruCwY43q35iHmXpP13z,41,-0.1131107235,-0.1131098052,ACTIVE
J1EV2UcKd9aPNDP17JGicfdKsCSs72DsFVRHC39TnKSa,12,-0.115101695,-0.1151011095,CHURNED
FvCrTSiFv3hwa8EAL7Ud5fzVDtNEJ7MoBryw48SqvYPr,16,-0.1153677072,-0.1153677072,ACTIVE
B1fB1T34LHb1Ytq9einpiYSVXacpNDxmqyz8RpBynkzS,9,-0.1157596908,-0.115759575,ACTIVE
3wruCqW7aSU2gF9YxKHoMyNk9S9MwpTWHZhdGqxnoo6L,84,-0.1165183241,-0.1165191697,ACTIVE
AeKWpnpJD5Yw6Mbd532aGNrscPWABhkRXjjJwFccVNZ7,75,-0.1166992094,-0.1166991133,CHURNED
6umz32uqS8yZQGWckgXuKVU29mBcsvmknL18SAWNrvGa,14,-0.1167930244,-0.1167933524,CHURNED
61E6VThrpZcVAfhNxZQBunuo1RSUHUFy54LTwdtPwmNd,206,-0.1173075551,-0.1173093733,ACTIVE
H1jvLoWaatYZ9Bdd9WJjM4MTtDttUaDKnynLDFVAS2oz,222,-0.1182531791,-0.118253611,ACTIVE
DjKGLJbbAdazdYu5yguQxH8WmJfJWRmo7SF4TRpcUfZ1,31,-0.1186808198,-0.1186805825,CHURNED
7h9tQsg4q12bG5jHgmHxT6r44ZPAwQNtoQ6KaEagAMT3,118,-0.1189179511,-0.1189176265,ACTIVE
4bWsfUyoRfV8vbjXX9B42o98CS4ea87Cop8fNh9myNU6,10,-0.1190735716,-0.1190735716,CHURNED
