SWAPPER,UNIQUE_TOKENS_TRADED,AVERAGE_ROI,EXPECTED_ROI,WALLET_STATUS
5WVf8JRPvoLX7eRNYPLH63vG2ELwBx6sSakkAZFqiBHq,2,-0.3064558887,-0.3064558887,CHURNED
5PoDixRStzNnaXdB9UcZsnmTy9qFRfJxDbrcQQg77rfJ,10,-0.3088517917,-0.3088517917,CHURNED
E2h6bzTNKLzSgD9djaUvYFhJoGv8bo3AMQL1qgxn2GBs,69,-0.3096497145,-0.3096510138,CHURNED
HXsZ2Bmd39Sxup2f81fxervfMyT8mdV9fYGJYSzarJJS,14,-0.3100485144,-0.310048463,CHURNED
Bdp8SeviqoicQENFx1xHVLFkHiyTU6aZ954WvMmHLtZV,8,-0.3111794882,-0.3111794882,CHURNED
ap8PANAP7fzfCpnv8WzoMHA1L5Ymd9VDPD44k6aFoe3,30,-0.3112805184,-0.3112804908,CHURNED
C5PQBjNnJfySvtqEKHAz37ErnEiVsWo4f6KjRsSeAskF,7,-0.312186105,-0.3121857928,CHURNED
FKYU3CQUG257bDSMvajCYaLdhpCkXoPEBTa7tVm2274K,9,-0.3126632592,-0.3126629466,ACTIVE
ENRii6pfrmQvT1Vf3Rn393sntsz48etFDr45hpn8TZKx,80,-0.3146990838,-0.3146990838,ACTIVE
7SpKxt1J6a28c4MvXgYxHmNpNymhw1h26GbsAR5DMaxW,5,-0.3147638667,-0.3147638667,CHURNED
26cBa4KB6Y8hq6DfcBadTp3a3saXvTvLdnd8sMweT6jy,1,-0.3160080145,-0.3160080145,CHURNED
DV6PyMWtWt4T6W8SUR6p9CHGZR9pSFPHuSnAfPbpw2mu,14,-0.3176759384,-0.3176770908,ACTIVE
CyfDNP3tqVBNoQGXQ7udLigRMndn9b2HTM5HkqZQPNeZ,5,-0.3181395822,-0.3181395822,ACTIVE
BFXNH8XKHjePnEYRwkZY6fPwfbi6GRTxNoHMQjqEDm5B,8,-0.3191240272,-0.3191240272,CHURNED
H8gMia2DGcs2Cwt2K5vMJo4ijWauootX8NynJYzh7hiC,22,-0.3200466648,-0.3200484203,CHURNED
AvYqctEvEA9RT4xzQK5ERNaBwFyFJVE4rP496gHgFWe6,105,-0.3219347606,-0.3219350592,ACTIVE
6nDhR8z7SQ7djoELKGz1kXzYBfMfWc6cDXa2HDbkmG2g,45,-0.323123852,-0.3231240373,ACTIVE
9DW9cFeN6haaf42FjG9BThBydkDZZzHmRkqfmxiRzR5Z,63,-0.3241903516,-0.3241900274,ACTIVE
GoarWhysyToxi1ptwX4ZNUw23Kt8e9ybfBY6RwegTAUG,13,-0.3258785706,-0.3258782447,ACTIVE
GquaL5vZpjTxyjB7KE9m4JG9iqR5hQnj1woTwh6D5jUD,88,-0.3259195924,-0.3259196857,ACTIVE
Dx5z5xUF764mwE61h42RW4JHhPANbk6CmB8jDED5DNXe,12,-0.3299750117,-0.3299749237,CHURNED
EWg58mhjYwnMbyYsYs4WkDzJRSs2BHauSkW2ew4nszNW,11,-0.3318095241,-0.3318091923,CHURNED
4qRFum65L3XF5YBd8WxcipjgiZFNUxLFwVwLgthiWE7F,49,-0.3321622236,-0.3321616735,CHURNED
FkXqGgkruNEr5TqQvf5Lv68U98arqeh5qfrgwQaPeYGJ,15,-0.3342521388,-0.3342520409,ACTIVE
7NMtxyvTgT8L69gpHVH1juVearrHEKnv4AZPfjdVZ6N4,16,-0.3372709639,-0.3372709639,ACTIVE
5321jQfV3Jq84FdgPtSgLhzXzaDYbuvM6sqs4APtyjgu,13,-0.3393571122,-0.3393567728,CHURNED
B6CRAF1VB1cqCwxoG8DzZMdXCvp1Ereq5GqirUESKiPB,38,-0.340275283,-0.3402748849,ACTIVE
8PQaL9MvWt3FLHFy7xnkCK8UNXkagy6SCYaFshWmsNu6,8,-0.3419339434,-0.3419339434,ACTIVE
HQeCip7HaVDppBXnDFJM8AvYGxWtSf1WgouAqi7FnwSV,27,-0.3458705283,-0.3458701824,ACTIVE
5bgy6qxyTNxVFthFm2N4P1tVXnKdRzpqEkbmb4x8Y3Gr,38,-0.3495488205,-0.3495488838,CHURNED
4tSXLwhq6CvHZApo3o82n2rf8ZNm8ANr41cRip29opZE,30,-0.3500499853,-0.350049776,CHURNED
Ekj7Xa3wNL9k2U3DksiApRNo3P4Aqf54p13XGTmhc9Qa,14,-0.3500625886,-0.3500637886,ACTIVE
J5oxUxm12rsp5AEhTdsmMQTWgVmgzhAcY1BafguzoizZ,16,-0.3515309167,-0.3515309167,CHURNED
A5pqXCvYsVF4BkgKsYKHWmjyVjUuUpdqa9drxHGj4ch4,19,-0.352431531,-0.3524320736,ACTIVE
EBWHeQZY7FW4Ao264VcgkSDMJj4MFPpXHJ9dH6wMzhHi,6,-0.3550346008,-0.3550345476,CHURNED
HvvhmvEf1TBSutoaaLeNpBbPjkVtJWryFHPvgrKY8UPK,95,-0.3629177967,-0.362918631,ACTIVE
ETXZVk7wzwiSKhNRpishSszHcxdPYGKBZPpnffuSyaen,153,-0.3634060149,-0.3634057387,ACTIVE
3XJTDmSxFkDt8yVtd2utZ4zCGgAEAALf7XqnDwpKaFmQ,22,-0.3663842507,-0.3663804966,CHURNED
HeeWBpKMrMaK3uMMUsgKoSHhbNxsm5HNCZ2M9i5efM9k,13,-0.3665808483,-0.3665804818,CHURNED
EnKC1ewYxR5gbCx9Ng1KfxTjG4wjq8fj2QBmha8XeNhm,34,-0.367049091,-0.3670501831,ACTIVE
8765iYpzqo2gSL2eHrvkAo9zhrV7BT2MyYkHNJPaReGw,10,-0.3674622857,-0.3674622857,CHURNED
qypVUinqZaCdtD1fwjGKGeVBmfBiwg1Lkgrg77kB9XW,20,-0.3713304963,-0.3713304963,ACTIVE
ErRXDmamC3cUTNnseiX9vfwseQMkyh5WUGZQjgJpB6Af,4,-0.3744930726,-0.3744930726,CHURNED
4PqWbiUAFS2QDWvcphZFNK1fGxffWSfiWpq78PLRpf6k,4,-0.3753363412,-0.3753363412,CHURNED
JAeAoQbrn5hza38B2tvyjZj1bLt4ufX4BB9c6U7LXd2P,9,-0.3839655107,-0.3839651267,CHURNED
9UQ8MYsmnL5EdAZwmiY9CgMwMUhytQZkvvm39ygzAv1M,7,-0.3870504545,-0.3870500675,CHURNED
7xB2xobYhYgMJFgxVE6UPtND1AJeZGCQRdUNz9xoZ8de,8,-0.3899029899,-0.3899029899,CHURNED
BENhVFSuPb9p7gdtGzzuvgKVGssFEsijF2JJrCN7qCSc,22,-0.3921240228,-0.392125159,ACTIVE
8KaHTTN97QC3nusZmEAjC264w1fLsuCRTPnyMjnco81t,23,-0.3989333218,-0.3989351256,CHURNED
3ZYWJiGPWuFFVJvKzHTPW1F2NAcN8YWyfRV4pibg6HDu,11,-0.4001939965,-0.4001935963,CHURNED
DcsLShVqHhMhgBSfuxApAdbEEbXoKQpyFEhpCVj4GXEV,5,-0.4028712134,-0.4028712134,CHURNED
EkhYynEJdqypXkCEAyseLaGsemwp8kCo66pHRtR5Ru52,32,-0.4070723976,-0.4070723976,ACTIVE
6jHP1AhpqktiJCk3dMQqVCbyR7HRkKVhxBLx7g9SB9HG,5,-0.4095946,-0.4095946,CHURNED
s1NP5xjKx4bLLkDKDdFdYZPXZrzDcbgbeVKuY1KVmQX,18,-0.4123950592,-0.4123951933,CHURNED
AYBruNKqUo8tWJT4ueLQVFP1XV7kf92hByTbeKS7CtSU,6,-0.4129037066,-0.4129042853,CHURNED
NCix5RcaueHZdWb5WrfcWAd5qEUXnt2VYdsLVGs81VF,25,-0.4150929223,-0.4150929223,CHURNED
83vDE8JuzY4p2ESnWUDrnwx3rfg8Z36YvvMn2yu2Xacx,12,-0.423643355,-0.4236428182,ACTIVE
4TdZ63twq1iAFs734kpFKMQiP6Lmh92jmx72m39QQ9pQ,5,-0.4245521269,-0.4245521269,ACTIVE
A7wu8QbvJQB24sg9Ybp7tmhhSjCbyEiPtWRhb23VNByY,16,-0.4275168695,-0.4275168695,CHURNED
5Ya9wwMygtJjJyc3JBjTFwHPGRMrXeWSEn3aRGNhiEr2,21,-0.4328614742,-0.4328610414,CHURNED
AwMGcxcYtD1yWRETb8Mgr51VKZucVj3LRneGnoHgXjoq,20,-0.4367182134,-0.4367182134,ACTIVE
7sWiS7ns8aaKH66ogH6etynmk3LW8vGrLUPE3yXBkGMr,9,-0.4415015912,-0.4415011497,CHURNED
GTUo6GEBTkDCJgKga34peTZEcZNG9pnFnaYdvTpcgofe,63,-0.4416058892,-0.4416054476,CHURNED
3CBKoacDpEqWAJbuXwkbctXvP4fAFVXsgxzf1suGoKzS,4,-0.443677261,-0.443677261,CHURNED
FjQiUQzsbQfCebNhWuriL8PjgGbjz5Q8D5uHK6b6R9Ef,11,-0.4446766631,-0.4446762184,ACTIVE
CJPd3VEUMbFwpKV1TBY3soeY2t2jwd2E7pgj5LGZAa2m,13,-0.4505271957,-0.4505267452,CHURNED
8jmqMisp7mGdE7UtXNkdxTrVR4QiUGdPnZUhRt9hemkk,13,-0.4569429288,-0.4569424719,CHURNED
CsJyHv6aUQPaeoE62AJiUKvCSnZGmUrX3i9TTi9dssZz,26,-0.4674854929,-0.4674866969,ACTIVE
EXuY4uSzk9XoFwithnsknheJzJhtxUS9pr2BgfezMC4s,4,-0.4679186133,-0.4679186133,CHURNED
xS2tGsKxD9Rp7V1HAn2dtE5MPEPArdPKdAa3TC2TNs5,25,-0.469320763,-0.469320763,CHURNED
HEHZRdmgMCWP36T4sFDb5iyNpYUAnLcwxZkX8e2pLJFW,64,-0.4698207967,-0.4698207967,ACTIVE
FbX25mmV1UwVAogKKoEMgxBddaVDzVCFWCJHsVR3pAE7,7,-0.4703600921,-0.4703596217,CHURNED
HiX6hGfR1oZW8CLKeRm4BpEqy5PbeCztykagkgecwEnX,35,-0.4745840355,-0.4745836323,CHURNED
EkEjeHCYnq7q8bWpNzXDfWYdSyrQrJR5vfk4ms3NynVr,6,-0.4817845294,-0.4817850545,ACTIVE
CwbMaPScYb1awPcsohahQntrqdEBeSj8yfVXUnKgoPuy,7,-0.4885909875,-0.4885904989,CHURNED
DXszAnc6w5siUCC5jq7Dr5YrNvbVMx8FjCXYNCX6ZYtW,4,-0.4887695104,-0.4887695104,CHURNED
HDK6WQFqDU7aUrgZ1Ledbh6zZEAa7hWoifbiufXzBqjF,6,-0.4967758605,-0.4967762209,CHURNED
Hd15SXbmxRcY6NRs1nRSQXjGeWihNZvQ5VCTw5e7T7Dp,110,-0.5036731893,-0.5036727878,CHURNED
TBncKD6vMN73sDLCSPySuU8FKCNDLaWbULdvK68LJgo,7,-0.5055487664,-0.5055482608,CHURNED
EKhCp2ynrrQDVnB2ZFjZBzr5deywU2hAuPMK64zz6KSq,10,-0.5137233962,-0.5137233962,ACTIVE
Cnt3VnZYaZwoWWE8t2vjouT8XdHAdvovKouhk5R7b1BB,5,-0.5234324345,-0.5234324345,CHURNED
FeqzUnas6ycL2YJd32npZASemWxWJhPeyoTMwbBfTJiA,189,-0.5310460668,-0.5310455357,CHURNED
DEQb7C98hsgZMz59drZh21Rt5y35hXYkDfmrsCK4YPGx,17,-0.5430089662,-0.543009343,ACTIVE
E2fztzkn27QQ94aw4Nqux94HsC6c3ryZoqcZfUko1WTF,3,-0.5454259082,-0.5454261913,CHURNED
54k2vn3A4XpyAD3edmfpVXTWR41AcBaBuF3SdDuyZmJH,45,-0.552176472,-0.5521774133,CHURNED
ABUPbNBbtshsr64sTQo6XXPga7R7B5i1v1vJA6Xz3nps,1,-0.5548004,-0.5548004,CHURNED
EzNFPWu3BZNgw6vkEP2titVMfxQwyeX4UibmjFix4ry5,248,-0.5665681211,-0.5665691659,ACTIVE
DxnFJvC8xbHcBK4YoKi1f3kRDiXn84r7TJ4X82Kuwiqq,56,-0.5709382595,-0.570937917,CHURNED
6ynreD1taKm4di6MRPTxdKWx4TRRr9ShGQgemhPex9ff,1,-0.5767065396,-0.5767065396,CHURNED
CXxGbF7JwSUUXZ4G3w5FHKVdWCZmXvFagQr24mCYiRpe,15,-0.5827074192,-0.5827072082,CHURNED
HQ9KGK8FSBXGRXR33fDkWhebYKTd3tYFKpcbSBG1Zcee,64,-0.587273398,-0.587273398,CHURNED
FyfRidd2FatRvJ4Hwnv1vmV1fEGrEYbrrWHMq1Mkf3iN,3,-0.5888255658,-0.588824977,CHURNED
2hYvAn94FCuhoS1LU6zNcAGcrkxZ2qSCHdHvo7zF5zQw,7,-0.5922695252,-0.5922689329,CHURNED
2epkmbQPHgsMVD834FcVgZwZhsSN3MD6NMXQW6xgP3Fu,184,-0.5966402195,-0.5966406733,CHURNED
DZVq3TGDYbuLQH265aCDbm1BAk8oepb9ZzpKnriANV46,1,-0.5987911901,-0.5987911901,ACTIVE
HT7GgpynTcJmRM2A4Fupi1DHHx5WaPYAHKXWyFYwhKf3,763,-0.6148482328,-0.6148480485,ACTIVE
9adm4J6bik2WJZLmYLzHkF6ESiX6C97AtkTopFVQCkJf,1,-0.617860228,-0.617860228,CHURNED
93nRQNtcamyUAovXB9TUMjaBzKbh1xfQuwqYcqRyfyEd,356,-0.6195988459,-0.6195994676,ACTIVE
4pb8j6ZisLd4vDuqpsVnh5e2J9mFr3adhBkvvEzF2SwD,19,-0.6268876,-0.6268879094,CHURNED
5sCKP8YTJXpB5hCDw1mEQmYe6aPGAvHXsLNwwLoYYTwF,7,-0.6319033744,-0.6319035876,CHURNED
8D7eqU2rMXrzyd16cjVCMGTtu8Dy9p8vUzYu7DujEWMJ,17,-0.6327764354,-0.6327757087,CHURNED
DTEMvSLFVNY5N2tagVcMottM4serWZf9RjkRwGyPPesK,2,-0.6355117693,-0.6355117693,CHURNED
ZEQwrB8KTVEqaLmxCSGkkCbQKwW1wGjevk3QAjptffD,24,-0.6424515201,-0.6424508498,CHURNED
ErjrcEX9TsHWLCMmUF1Mmy6VyAHEQhPubkvqdo5fJDqS,19,-0.6445823781,-0.6445824904,CHURNED
5W2ioramB1Arkopzjo6N6amYETEAc6iv1WrLKUifXFhp,17,-0.6611029954,-0.6611032123,CHURNED
C3cMRtjjz6FivfzMr3D1nvnaEEoz2emX5X7BJCsHb42D,23,-0.6668545191,-0.6668547415,CHURNED
BoEa7AhfGqnzZF7vFWsLYraAzqykSQ91rZUWFScEdt7c,20,-0.6729366954,-0.6729366954,CHURNED
6Q24TyLLmpVvtQJWtenALYeJH4sL3QDSESgjH2VzLemi,77,-0.6777404801,-0.6777398024,ACTIVE
JBxraUnjXckMvh51cBia6DGx3VASyVxW8K8aCxppBRiF,23,-0.6826038166,-0.682603659,CHURNED
C36vm4pcJKmUtWzt1tkgSsJfdzhbuVmp5esCGciuQYkL,3,-0.6851547914,-0.6851541063,CHURNED
FYTzJ5fD9qeBfGLTmmcjkFUsxa895Czzqk9Xs8K6jEik,6,-0.6861458441,-0.6861462992,ACTIVE
DKnqncqVa13Z8g3iTNErgCxy5v4dFy3tBZNwWvCVdyMT,22,-0.7033763372,-0.7033775791,CHURNED
93Z8JHG7oT6PJYwTbzxk8ud1mKCSBv49hn458b3zj6be,36,-0.708081356,-0.7080822139,CHURNED
7udCgKyza2CktC2ogYGQasRWwxxxGiCqFWzRyLiMNw5J,16,-0.711752456,-0.711752456,CHURNED
6siVg7wNtk2TmPCkJ28KruZMCNNDWpLjWZXyQyxC46ES,22,-0.7123754058,-0.7123760275,CHURNED
g2bk5EpLE2QujsHQFnJWBqfQcnnLoHdeax9YzBNdhfb,21,-0.7163485188,-0.7163486345,CHURNED
DLgBEWcn1nbG4KMkFwB5YtsZC75eia8N2sHbs9MAXHBG,16,-0.7176310484,-0.7176310484,CHURNED
4WGpPPqW3uR7kQkAMTUoXLSGVtgckfvA49es45FgVrHm,22,-0.7190447277,-0.7190460488,CHURNED
GsEGvNCsKEtiLfcC83NY7LmJhatsWAA7FpYSA1PxCnkh,23,-0.7230397047,-0.7230394724,CHURNED
DEuvj7XaL3dsCKCYdHpHBEziVvyJGxDmUtL6ZTYEzz2E,62,-0.7328873877,-0.7328867813,ACTIVE
4caocav7qFPvy4jR9QEUaL9od7ioxCGjVCwTx8HeeeuF,22,-0.7330328931,-0.7330331979,CHURNED
mSYy1a93Ae99C6b8iL8xtE2vo9VMH1deAd4MsZiPM1R,5,-0.7342025199,-0.7342025199,CHURNED
m5guktCkQ14YMBzAK3F6jU8Yv2UHNVFxF5HUeUixqNp,18,-0.7401725967,-0.740172915,CHURNED
HSUcjpQwuNaJmybFdohpegkuMYExdq4WCW82uThT9cjw,17,-0.7433202483,-0.7433205688,CHURNED
6PNk9UnwcrtVfv1acLeJHod4xxiiEL2kJSRSP76ckBsr,22,-0.743796931,-0.7437973846,CHURNED
6V1w71bun7QsasBRpKk5LqPyXzNdn7yZBuu9kTvDAYEo,16,-0.7447171918,-0.7447171918,CHURNED
Es5APKhuiiqqJ36kAfRTDXvVdiLEJS6rTpn3ui1ZoiNp,20,-0.7452259711,-0.7452259711,CHURNED
GbqqcDELWmoJafWZwrHuGGBdqPJAPL7xDD4MwDHtzYCr,18,-0.7484416682,-0.7484427506,CHURNED
EWZREjDGAguwVV1rdt8RbkbuNqAnXhtVQXpCd26dLA8o,59,-0.7484694891,-0.748469023,ACTIVE
F389Srpr3GiS4wGGRnNYwhz3ivkCqUDSCND9T9j59vWN,19,-0.7528622732,-0.7528630427,CHURNED
Dw3279dq2NShrxAJW9zC8KLHuHwD67ZpN6ZUMk8dA414,8,-0.7588226481,-0.7588226481,CHURNED
BamJf2steF3b4Dj5QYZuHpm7VfZLoaHCY4em5G6K1Adi,5,-0.7631458119,-0.7631458119,CHURNED
68pFTMsQfdfNWNi9hVQUtmU3D6qKiS9VvCUpmJmCxR3N,24,-0.7646904835,-0.764690457,CHURNED
Bxz5QsEF3yWTx5fFDwfvgoosrfb5WpH2Jwmi4q1hePKz,22,-0.7654183306,-0.7654186819,CHURNED
89RYqKsRSGdbMiUdjK8wBqH8cWMQ7n8sdijgreB65a8b,23,-0.7664178491,-0.7664182168,CHURNED
6FqaW2yoYmnWZP24QSpwpF3Tw4SQ2J87yS9AdMGqfmmV,17,-0.7678683414,-0.7678686289,CHURNED
ASw2sAJyRraapzhxqRutVkgyNDZUNHmfZySAVBaezLz3,7,-0.7709391349,-0.7709392201,CHURNED
3hgymbmrP6xZccMoPFEabeB3ohtgc7B12Tayoq734jgR,18,-0.7714465298,-0.7714467031,CHURNED
Goi4rP2gKVRujz8jPvzpkyurJ6BYdycNXudcNGy9Vn1v,20,-0.7716431915,-0.7716431915,CHURNED
FcB7KA2m3ik7abMuCmHRup7WyL5wAjbUPP5H8S9gAFa6,18,-0.7725356704,-0.7725351864,CHURNED
FbNVK7HkdgwHvTdLaZEqcVuW2hWxy793UMQiZvbPd9cy,18,-0.7736619967,-0.7736623458,CHURNED
Bbg9y5iChudemjPK22qmTwuoUDX3VeAh3nxYioLyXH2q,16,-0.7737155323,-0.7737155323,CHURNED
Gt4stvYycvAqAFi6BUzbNgi6fyGkUSAdcVy6VJ5Gj7oc,5,-0.7742214751,-0.7742214751,CHURNED
8UWGaxC3C2sK6oTfBjvZtBs4uguMpdqjuJk9Vp5BGky,23,-0.7742673137,-0.7742675686,CHURNED
DJRCLhereQVAUw17UbaBpjBgRwZkzYQg1k8JWAxP4sDt,10,-0.7743185569,-0.7743185569,CHURNED
Fu1cNP2ZiEHWjhYmVkL4NYYWLqkG25YfuY1xyrmJpvEv,20,-0.7746367363,-0.7746367363,CHURNED
DAd9LtCWjgtuz987AAXfjJ8igc2pvWyhZqrdByEg3Wrf,5,-0.7766392165,-0.7766392165,CHURNED
DB87vUG1ugPZ86qM1zsbWfWFGMvksbGYw7iamqVTgn9B,23,-0.7767289453,-0.7767290385,CHURNED
2mrYBsuoCfJC4aP3M5UpnUxn4VHrMfyV7wtqyK4jmfhU,11,-0.777490098,-0.7774901594,CHURNED
E8WUcJrdRggpiEd1cRaxbzQ44zZUsGzKhRF7u4Zv4Ued,4,-0.7782279917,-0.7782279917,CHURNED
Dbquuio1Hh7kWU8oj4yvAduu1er42DCPtpM1S5tLXRUC,19,-0.7803373436,-0.7803378955,CHURNED
4Wij5mkijr7BwAv3DNR9DiT9F6WZyg74P6sMxNPFdxno,21,-0.7820011647,-0.7820012217,CHURNED
5Dmfo7qtS3aD7uCM6pu6kEdAxrvB54QeHuicB2KBKfuA,24,-0.782356584,-0.7823570157,CHURNED
oBdjKbSpuyTX1fD6Pszf7DiwuSFoSF5T41vofmPA74v,5,-0.7859182951,-0.7859182951,CHURNED
GUoyuQomUoEBXW1Lp3U21SWFka9ctmksCY8vQrGKZf5m,17,-0.7864973209,-0.7864981118,CHURNED
BGxsEzmYA5h1U5gzEDnPSQXbTFN6adBNtfyGRMg6idNn,18,-0.7878514731,-0.7878519006,CHURNED
GqyemBnRWEA2mPB4KDQJ6WQ5EhyVhnNdJzydcNnX6pA3,23,-0.7885410554,-0.7885410653,CHURNED
Cpgg3eBYmo5mDqMD9msRRdFdp37UXxryeYSyFq2SWhyY,23,-0.7915433527,-0.7915435367,CHURNED
6qGnPw1Rbtzc7YxQ7VbaStDFX1QZYLUPpH5aUW3eYCN1,21,-0.7936970061,-0.7936970531,CHURNED
3pAKhXnHYSfBPbevhqsUw5Us9abkejK69GrgjEbYSzHR,19,-0.7966834188,-0.796684166,CHURNED
5i2DbFZqSm8hwHifqhoHChVB5N3X9nim3MhzUN1G2EGx,23,-0.7975369732,-0.7975364153,CHURNED
GxComEJYDKUFswJ6QnFK8Y5HftSLmJ1tRQ92jYh4QJK2,11,-0.7983671153,-0.7983671621,CHURNED
AwDTHijGx3G8aN9TnMPbmctB4yoBBUmQvML8kZRaMnwS,21,-0.799460902,-0.799460944,CHURNED
EKeJUrugQedDRfd4rqF2J2No7n9uzBgDUtJbYpioT9L7,25,-0.8013326916,-0.8013326916,CHURNED
7GBK8kvqxbrgWufYj3PZ5VgWnZn5AGvh36gNCLzt98zZ,16,-0.8055466256,-0.8055466256,CHURNED
7siFKmerY1Z9Ky15tqSSeCtLSmUZH72tsDTuqERpFATh,19,-0.8085825167,-0.8085831311,CHURNED
Es1nfRRay3rCSbqQ1uLYsYVaQ7sdHwzNVPS9k81GwXj6,21,-0.8128096045,-0.8128096391,CHURNED
BQ4CGHGf9QkCixoSyXHLFnhRadiFCWKxYBPsRZauBKvH,19,-0.8139134071,-0.8139140038,CHURNED
6MGMa55wCitDSzbjn5Ca6QfpH9v2bnd5S389gso877Jv,24,-0.8167090739,-0.8167096985,CHURNED
5ToaJ85TVsqrVt2XQPFDJpSrsrRSyVQQuNiPUnZALyTJ,16,-0.8205319729,-0.8205319729,CHURNED
8YqbmymebmR3RTwYHwkJQ5ZpyAzSVmi9dMVEexwdmQce,4,-0.8228253515,-0.8228253515,CHURNED
GfnsUfNTFNG3BjnVx8yWRvFHAMWoKSzVhexKfMMN2DAS,7,-0.8241679918,-0.8241680135,CHURNED
5vmNCAadPdxtrSfwNTSW8GZuuUP2Tjj1gTHCGsGqKXT7,5,-0.8256914095,-0.8256914095,CHURNED
B9WvUbBYnywYQc6AutfCQ2ZyYUiTRqUeLNS5epvmH3PW,10,-0.8268598151,-0.8268598151,CHURNED
BPAnWCVHFKZ7iP8HM8Pbk2PHChHErQ1xpNa5T9iSn3VN,6,-0.827595024,-0.8275950008,CHURNED
JCvmSGNJWkiqCxuoFDjX4TDES829cgimgEhqLnbUvpRX,23,-0.8277430504,-0.8277429776,CHURNED
8W1gRhwiLhkmtNmGsTLaotphwmz5q7bWGHsupAHe3JDH,9,-0.8284077507,-0.8284077664,CHURNED
HHQyDomuSrmXYTHBXKbicpuGX6ypxJJF3rXsJXAPytMo,6,-0.8299010744,-0.8299010222,CHURNED
AXPpA7Yf9fPLscawAaU71PsbGcaxp4rGAVrA8JqUy9i7,20,-0.8315237207,-0.8315237207,CHURNED
HpMfjG1MwahjaJPgUh3impqensiBMEwoCgRG2dZQ3TUs,18,-0.8317734121,-0.8317741719,CHURNED
Dzv2FRNKfwnwf6AuvD9co7RcBTQZkVdBzBRqKybyedoH,18,-0.8340007911,-0.8340015663,CHURNED
EnBwiY9NDcbm9vHucsAUKverGE8ZyYPLovZbPfmfYGhW,6,-0.8348711899,-0.8348711655,CHURNED
33PWWdhaESZT2ChdAPqkYcenRhMBYrGSavoG5jNe1sMf,9,-0.8385712807,-0.8385712965,CHURNED
12UARogpLJ3JiCFUZXtm4ymvsRLXocUqwnfgru8bEMoa,7,-0.846179187,-0.84617919,CHURNED
4MfrHCQTB7VSLu7BiKZBGujktXD7Tat6bdgCdxHpu7fY,9,-0.8596491983,-0.8596491856,CHURNED
GDgYUW2Co9CLHHP7rQqYriRxfC9y8Z9a9BJ1kWPmAM8K,4,-0.8612224005,-0.8612224005,CHURNED
3muEadnvrjYDB6KUYHsye6Cuc3FPCpvs4r3SkWws1BSA,7,-0.863126424,-0.8631264134,CHURNED
5Be9MXQ1VQFW51SDqdD392FAFvossqKCXqoNX4AXa2Bv,9,-0.8795514574,-0.879551468,CHURNED
5rg8iS3BGGCtegY2ABuCpdBPjmp1NghrjfTfWGLpnJe7,1,-0.8798881106,-0.8798881106,ACTIVE
EvVrCKWBFhmxuPrFDoQXLGqmzdYJ747wEKApAt2S443J,1,-0.9108263586,-0.9108263586,CHURNED
